but while the new york stock exchange did n't fall ___
additionally the company said it filed with the securities and ___
the company said salomon brothers inc. and howard weil <unk> ___
earnings for most of the nation 's major pharmaceutical makers ___
for the third consecutive quarter however most of the companies ___
analysts said that merck & co. eli lilly & co. ___
less robust earnings at pfizer inc. and upjohn co. were ___
joseph <unk> an analyst with bear stearns & co. said ___
as a result major new products are having significant impact ___
analysts said profit for the dozen or so big drug ___
while that 's not spectacular neil <unk> an analyst with ___
mr. <unk> estimated that merck 's profit for the quarter ___
profit climbed even though merck 's sales were reduced by ___
in the third quarter of N merck earned $ N ___
in <unk> n.j. a merck spokesman said the company does ___
mr. <unk> said he estimated that lilly 's earnings for ___
the drug introduced last year is expected to generate sales ___
it 's turning out to be a real blockbuster mr. ___
in last year 's third quarter lilly earned $ N ___
several analysts said they expected warner-lambert 's profit also to ___
the company is praised by analysts for sharply lowering its ___
the company 's lean operation analysts said allowed <unk> sales ___
<unk> sales are expected to be about $ N million ___
in morris plains n.j. a spokesman for the company said ___
squibb 's profit estimated by analysts to be about N ___
the company was officially merged with bristol-myers co. earlier this ___
mr. <unk> of bear stearns said that schering-plough corp. 's ___
<unk> earned $ N million or N cents a share ___
in madison n.j. a spokesman for schering-plough said the company ___
the company expects to achieve the N N increase in ___
meanwhile analysts said pfizer 's recent string of lackluster quarterly ___
sales of pfizer 's important drugs <unk> for treating <unk> ___
the strong dollar hurt pfizer a lot too mr. <unk> ___
in the third quarter last year pfizer earned $ N ___
analysts said they expected upjohn 's profit to be flat ___
upjohn 's <unk> drugs are <unk> a <unk> and <unk> ___
sales of both drugs have been hurt by new state ___
also the company 's <unk> drug <unk> is selling well ___
amid a crowd of <unk> stocks <unk> technology inc. 's ___
the <unk> software company said it expects a $ N ___
it said analysts had been expecting a small profit for ___
revenue is expected to be up modestly from the $ ___
<unk> technology reported net income of $ N million or ___
while our international operations showed strong growth our domestic business ___
a spokesman said the company 's first quarter is historically ___
mr. <unk> said he accepted the resignation of thomas wilson ___
the company said mr. wilson 's resignation was n't related ___
<unk> technology went public in may N at $ N ___
it fell $ N a share friday to $ N ___
its high for the past year was $ N a ___
in the previous quarter the company earned $ N million ___
the bronx has a wonderful <unk> garden a great <unk> ___
however most people having been <unk> to news <unk> of ___
but <unk> <unk> 's bronx her <unk> bronx of the ___
in a lovely <unk> <unk> sleeping arrangements <unk> N pages ___
ms. <unk> a novelist and playwright has a vivid and ___
she <unk> her bronx of the <unk> a place where ___
in the <unk> bronx jewish <unk> people lived in <unk> ___
for ms. <unk> the architectural <unk> matched the <unk> she ___
